,id,html_url,name,locale,links_clean,Status,Repeated
48,360019392000,https://help.doodle.com/hc/en-us/articles/360019392000-Branding-your-Team-or-Enterprise-account,Branding your Team or Enterprise account,en-us,https://help.doodle.com/hc/en-us/requests/new,200,False
49,360019827220,https://help.doodle.com/hc/en-us/articles/360019827220-How-do-I-edit-my-group-poll-,How do I edit my group poll?,en-us,https://www.doodle.com/dashboard,200,False
49,360019827220,https://help.doodle.com/hc/en-us/articles/360019827220-How-do-I-edit-my-group-poll-,How do I edit my group poll?,en-us,http://www.doodle.com/dashboard,200,True
49,360019827220,https://help.doodle.com/hc/en-us/articles/360019827220-How-do-I-edit-my-group-poll-,How do I edit my group poll?,en-us,https://help.doodle.com/hc/en-us/requests/new,200,True
50,360012048674,https://help.doodle.com/hc/en-us/articles/360012048674-How-do-I-delete-my-Doodle-account-,How do I delete my Doodle account?,en-us,https://doodle.com/auth/realms/doodle/login-actions/reset-credentials?client_id=web-settings&tab_id=1A9PBg53-ik,200,False
50,360012048674,https://help.doodle.com/hc/en-us/articles/360012048674-How-do-I-delete-my-Doodle-account-,How do I delete my Doodle account?,en-us,https://help.doodle.com/hc/en-us/articles/360012151013,200,False
51,10446568088978,https://help.doodle.com/hc/en-us/articles/10446568088978-Log4j-Remediation-Statement,Log4j Remediation Statement,en-us,https://nvd.nist.gov/vuln/detail/CVE-2021-44228,200,False
51,10446568088978,https://help.doodle.com/hc/en-us/articles/10446568088978-Log4j-Remediation-Statement,Log4j Remediation Statement,en-us,https://nvd.nist.gov/vuln/detail/CVE-2021-45046,200,False
52,360012048774,https://help.doodle.com/hc/en-us/articles/360012048774-iOS-Is-there-an-iPad-app-,iOS: Is there an iPad app?,en-us,https://apps.apple.com/in/app/doodle-easy-scheduling/id938182547,200,False
53,360038638554,https://help.doodle.com/hc/en-us/articles/360038638554-I-just-paid-for-Doodle-Professional-where-is-my-invoice-receipt-,I just paid for Doodle Professional: where is my invoice/receipt?,en-us,http://www.doodle.com/settings/subscription,200,False
54,360019827500,https://help.doodle.com/hc/en-us/articles/360019827500-How-do-I-change-my-vote-in-a-group-poll-,How do I change my vote in a group poll?,en-us,https://www.doodle.com/en/premium,200,False
55,4403082565010,https://help.doodle.com/hc/en-us/articles/4403082565010-How-do-I-preview-my-booking-page-,How do I preview my booking page?,en-us,http://www.doodle.com/dashboard,200,False
56,360012048374,https://help.doodle.com/hc/en-us/articles/360012048374-How-do-I-set-up-custom-branding-for-my-Pro-subscription-,How do I set up custom branding for my Pro subscription?,en-us,https://help.doodle.com/hc/en-us/articles/360019392000,200,False
56,360012048374,https://help.doodle.com/hc/en-us/articles/360012048374-How-do-I-set-up-custom-branding-for-my-Pro-subscription-,How do I set up custom branding for my Pro subscription?,en-us,https://doodle.com/settings/branding,200,False
57,360025101073,https://help.doodle.com/hc/en-us/articles/360025101073-How-do-I-renew-my-Doodle-Professional-subscription-,How do I renew my Doodle Professional subscription?,en-us,https://doodle.com/settings/subscription,200,False
57,360025101073,https://help.doodle.com/hc/en-us/articles/360025101073-How-do-I-renew-my-Doodle-Professional-subscription-,How do I renew my Doodle Professional subscription?,en-us,https://doodle.com/settings/subscription,200,True
57,360025101073,https://help.doodle.com/hc/en-us/articles/360025101073-How-do-I-renew-my-Doodle-Professional-subscription-,How do I renew my Doodle Professional subscription?,en-us,https://help.doodle.com/hc/en-us/articles/360019452019,200,False
58,360019827320,https://help.doodle.com/hc/en-us/articles/360019827320-How-do-I-set-a-deadline-limit-participants-send-automatic-reminders-or-make-my-group-poll-hidden-,"How do I set a deadline, limit participants, send automatic reminders or make my group poll hidden?",en-us,https://www.doodle.com/en/premium,200,False
58,360019827320,https://help.doodle.com/hc/en-us/articles/360019827320-How-do-I-set-a-deadline-limit-participants-send-automatic-reminders-or-make-my-group-poll-hidden-,"How do I set a deadline, limit participants, send automatic reminders or make my group poll hidden?",en-us,https://doodle.com/en/premium,200,True
58,360019827320,https://help.doodle.com/hc/en-us/articles/360019827320-How-do-I-set-a-deadline-limit-participants-send-automatic-reminders-or-make-my-group-poll-hidden-,"How do I set a deadline, limit participants, send automatic reminders or make my group poll hidden?",en-us,https://doodle.com/en/premium,200,True
58,360019827320,https://help.doodle.com/hc/en-us/articles/360019827320-How-do-I-set-a-deadline-limit-participants-send-automatic-reminders-or-make-my-group-poll-hidden-,"How do I set a deadline, limit participants, send automatic reminders or make my group poll hidden?",en-us,https://doodle.com/en/premium,200,True
58,360019827320,https://help.doodle.com/hc/en-us/articles/360019827320-How-do-I-set-a-deadline-limit-participants-send-automatic-reminders-or-make-my-group-poll-hidden-,"How do I set a deadline, limit participants, send automatic reminders or make my group poll hidden?",en-us,https://doodle.com/en/premium,200,True
59,360012150613,https://help.doodle.com/hc/en-us/articles/360012150613-Obtaining-a-signed-W9-or-W8-form-from-Doodle,Obtaining a signed W9 or W8 form from Doodle,en-us,https://drive.google.com/file/d/12uM51roLfw8sZKkEgt2C4gZfshB3plqA/view?usp=sharing,200,False
60,360019451159,https://help.doodle.com/hc/en-us/articles/360019451159-Adding-members-with-a-CSV-file,Adding members with a CSV file,en-us,mailto:johndoe@example.com,mailto:johndoe@example.com,False
60,360019451159,https://help.doodle.com/hc/en-us/articles/360019451159-Adding-members-with-a-CSV-file,Adding members with a CSV file,en-us,mailto:janedoe@example.com,mailto:janedoe@example.com,False
60,360019451159,https://help.doodle.com/hc/en-us/articles/360019451159-Adding-members-with-a-CSV-file,Adding members with a CSV file,en-us,https://help.doodle.com/hc/en-us/articles/360019391360,200,False
60,360019451159,https://help.doodle.com/hc/en-us/articles/360019451159-Adding-members-with-a-CSV-file,Adding members with a CSV file,en-us,https://help.doodle.com/hc/en-us/requests/new,200,False
61,360012047914,https://help.doodle.com/hc/en-us/articles/360012047914-How-does-Doodle-manage-time-zones-,How does Doodle manage time zones?,en-us,https://doodle.com/settings,200,False
62,360012149973,https://help.doodle.com/hc/en-us/articles/360012149973-I-m-a-Doodle-Professional-user-Why-do-I-still-see-ads-,I'm a Doodle Professional user. Why do I still see ads?,en-us,https://doodle.com/settings/subscription,200,False
62,360012149973,https://help.doodle.com/hc/en-us/articles/360012149973-I-m-a-Doodle-Professional-user-Why-do-I-still-see-ads-,I'm a Doodle Professional user. Why do I still see ads?,en-us,https://help.doodle.com/hc/en-us/requests/new,200,False
63,360012149813,https://help.doodle.com/hc/en-us/articles/360012149813-I-need-to-white-list-your-email-servers-Which-IP-addresses-does-Doodle-use-to-send-emails-,I need to white-list your email servers. Which IP addresses does Doodle use to send emails?,en-us,http://en.wikipedia.org/wiki/Sender_Policy_Framework,200,False
64,4403074313362,https://help.doodle.com/hc/en-us/articles/4403074313362-What-is-booking-page-,What is booking page?,en-us,https://help.doodle.com/hc/en-us/articles/4403074353554,200,False
65,10778912679058,https://help.doodle.com/hc/en-us/articles/10778912679058-Migration-of-group-polls-to-new-product-experience,Migration of group polls to new product experience,en-us,https://help.doodle.com/hc/en-us/articles/360019827120,200,False
65,10778912679058,https://help.doodle.com/hc/en-us/articles/10778912679058-Migration-of-group-polls-to-new-product-experience,Migration of group polls to new product experience,en-us,https://help.doodle.com/hc/en-us/articles/360019827120,200,True
65,10778912679058,https://help.doodle.com/hc/en-us/articles/10778912679058-Migration-of-group-polls-to-new-product-experience,Migration of group polls to new product experience,en-us,https://help.doodle.com/hc/en-us/articles/360019827120,200,True
65,10778912679058,https://help.doodle.com/hc/en-us/articles/10778912679058-Migration-of-group-polls-to-new-product-experience,Migration of group polls to new product experience,en-us,https://help.doodle.com/hc/en-us/articles/360019827120,200,True
65,10778912679058,https://help.doodle.com/hc/en-us/articles/10778912679058-Migration-of-group-polls-to-new-product-experience,Migration of group polls to new product experience,en-us,https://help.doodle.com/hc/en-us/articles/360019827320,200,True
65,10778912679058,https://help.doodle.com/hc/en-us/articles/10778912679058-Migration-of-group-polls-to-new-product-experience,Migration of group polls to new product experience,en-us,https://doodle.com/settings/profile,200,True
65,10778912679058,https://help.doodle.com/hc/en-us/articles/10778912679058-Migration-of-group-polls-to-new-product-experience,Migration of group polls to new product experience,en-us,https://help.doodle.com/hc/en-us/articles/360012047914,200,True
65,10778912679058,https://help.doodle.com/hc/en-us/articles/10778912679058-Migration-of-group-polls-to-new-product-experience,Migration of group polls to new product experience,en-us,https://help.doodle.com/hc/en-us/requests/new,200,True
66,360012149873,https://help.doodle.com/hc/en-us/articles/360012149873-Why-don-t-I-receive-any-emails-from-Doodle-,Why don't I receive any emails from Doodle?,en-us,https://help.doodle.com/hc/en-us/articles/360012149813,200,False
66,360012149873,https://help.doodle.com/hc/en-us/articles/360012149873-Why-don-t-I-receive-any-emails-from-Doodle-,Why don't I receive any emails from Doodle?,en-us,NO URL,Not a URL,False
66,360012149873,https://help.doodle.com/hc/en-us/articles/360012149873-Why-don-t-I-receive-any-emails-from-Doodle-,Why don't I receive any emails from Doodle?,en-us,http://www.doodle.com/settings,200,False
66,360012149873,https://help.doodle.com/hc/en-us/articles/360012149873-Why-don-t-I-receive-any-emails-from-Doodle-,Why don't I receive any emails from Doodle?,en-us,https://doodle.com/auth/realms/doodle/login-actions/reset-credentials?client_id=web-static-site&tab_id=3aUIgjG2nLA,200,True
66,360012149873,https://help.doodle.com/hc/en-us/articles/360012149873-Why-don-t-I-receive-any-emails-from-Doodle-,Why don't I receive any emails from Doodle?,en-us,https://help.doodle.com/hc/en-us/requests/new,200,True
67,360012151013,https://help.doodle.com/hc/en-us/articles/360012151013-I-forgot-my-password,I forgot my password,en-us,https://doodle.com/auth/realms/doodle/login-actions/reset-credentials?client_id=web-static-site&tab_id=3aUIgjG2nLA,200,False
67,360012151013,https://help.doodle.com/hc/en-us/articles/360012151013-I-forgot-my-password,I forgot my password,en-us,https://help.doodle.com/hc/en-us/articles/360012149873,200,False
67,360012151013,https://help.doodle.com/hc/en-us/articles/360012151013-I-forgot-my-password,I forgot my password,en-us,https://doodle.com/login,200,False
68,360012048714,https://help.doodle.com/hc/en-us/articles/360012048714-What-are-the-email-invitation-limits-,What are the email invitation limits?,en-us,https://doodle.com/en/premium,200,False
68,360012048714,https://help.doodle.com/hc/en-us/articles/360012048714-What-are-the-email-invitation-limits-,What are the email invitation limits?,en-us,https://doodle.com/en/premium,200,True
68,360012048714,https://help.doodle.com/hc/en-us/articles/360012048714-What-are-the-email-invitation-limits-,What are the email invitation limits?,en-us,https://intercom.help/doodle-2d6d0dd4cd58/en/articles/7793792-how-do-i-invite-participants-to-my-group-poll,200,False
69,360012150053,https://help.doodle.com/hc/en-us/articles/360012150053-I-was-invited-to-a-group-poll-1-1-meeting-What-am-I-supposed-to-do-,I was invited to a group poll / 1:1 meeting. What am I supposed to do?,en-us,https://help.doodle.com/hc/en-us/articles/360019827480,200,False
69,360012150053,https://help.doodle.com/hc/en-us/articles/360012150053-I-was-invited-to-a-group-poll-1-1-meeting-What-am-I-supposed-to-do-,I was invited to a group poll / 1:1 meeting. What am I supposed to do?,en-us,https://help.doodle.com/hc/en-us/articles/360019903079-How-do-I-participate-in-a-1-1-,200,False
70,360022252153,https://help.doodle.com/hc/en-us/articles/360022252153-Doodle-app-How-do-I-connect-my-calendar-to-the-app-,Doodle app: How do I connect my calendar to the app?,en-us,https://help.doodle.com/hc/en-us/articles/360012048494,200,False
70,360022252153,https://help.doodle.com/hc/en-us/articles/360022252153-Doodle-app-How-do-I-connect-my-calendar-to-the-app-,Doodle app: How do I connect my calendar to the app?,en-us,https://help.doodle.com/hc/en-us/articles/360039621093,200,False
70,360022252153,https://help.doodle.com/hc/en-us/articles/360022252153-Doodle-app-How-do-I-connect-my-calendar-to-the-app-,Doodle app: How do I connect my calendar to the app?,en-us,https://help.doodle.com/hc/en-us/requests/new,200,True
71,4402384005010,https://help.doodle.com/hc/en-us/articles/4402384005010-SCIM-for-Enterprise,SCIM for Enterprise,en-us,https://help.doodle.com/hc/en-us/articles/360019391960,200,False
71,4402384005010,https://help.doodle.com/hc/en-us/articles/4402384005010-SCIM-for-Enterprise,SCIM for Enterprise,en-us,https://help.doodle.com/hc/en-us/requests/new,200,False
71,4402384005010,https://help.doodle.com/hc/en-us/articles/4402384005010-SCIM-for-Enterprise,SCIM for Enterprise,en-us,NO URL,Not a URL,False
72,360039398974,https://help.doodle.com/hc/en-us/articles/360039398974-How-do-I-unsubscribe-from-Doodle-emails-,How do I unsubscribe from Doodle emails?,en-us,https://help.doodle.com/hc/en-us/articles/360012150253,200,False
72,360039398974,https://help.doodle.com/hc/en-us/articles/360039398974-How-do-I-unsubscribe-from-Doodle-emails-,How do I unsubscribe from Doodle emails?,en-us,https://help.doodle.com/hc/en-us/articles/360012048674,200,False
72,360039398974,https://help.doodle.com/hc/en-us/articles/360039398974-How-do-I-unsubscribe-from-Doodle-emails-,How do I unsubscribe from Doodle emails?,en-us,https://help.doodle.com/hc/en-us/requests/new,200,True
73,360012150033,https://help.doodle.com/hc/en-us/articles/360012150033-A-message-is-showing-saying-I-need-to-update-my-browser-,"A message is showing, saying I need to update my browser.",en-us,https://help.doodle.com/hc/en-us/articles/360012047774,200,False
73,360012150033,https://help.doodle.com/hc/en-us/articles/360012150033-A-message-is-showing-saying-I-need-to-update-my-browser-,"A message is showing, saying I need to update my browser.",en-us,https://browsehappy.com/,200,False
74,360038639514,https://help.doodle.com/hc/en-us/articles/360038639514-How-do-I-change-my-account-information-email-name-etc-,"How do I change my account information (email, name etc)?",en-us,https://doodle.com/settings/profile,200,False
74,360038639514,https://help.doodle.com/hc/en-us/articles/360038639514-How-do-I-change-my-account-information-email-name-etc-,"How do I change my account information (email, name etc)?",en-us,https://help.doodle.com/hc/en-us/articles/360012151013,200,False
74,360038639514,https://help.doodle.com/hc/en-us/articles/360038639514-How-do-I-change-my-account-information-email-name-etc-,"How do I change my account information (email, name etc)?",en-us,https://help.doodle.com/hc/en-us/articles/4403074313362,200,False
75,360021402274,https://help.doodle.com/hc/en-us/articles/360021402274-Issues-with-the-Android-App-Basic-Troubleshooting,Issues with the Android App: Basic Troubleshooting,en-us,https://help.doodle.com/hc/en-us/requests/new,200,False
76,360037710254,https://help.doodle.com/hc/en-us/articles/360037710254-Does-Doodle-offer-phone-support-,Does Doodle offer phone support?,en-us,https://help.doodle.com/hc/en-us/requests/new,200,False
77,9525109066386,https://help.doodle.com/hc/en-us/articles/9525109066386-How-do-I-connect-my-iCloud-Apple-Calendar-to-Doodle-,How do I connect my iCloud (Apple) Calendar to Doodle?,en-us,https://appleid.apple.com/,403,False
77,9525109066386,https://help.doodle.com/hc/en-us/articles/9525109066386-How-do-I-connect-my-iCloud-Apple-Calendar-to-Doodle-,How do I connect my iCloud (Apple) Calendar to Doodle?,en-us,https://support.apple.com/en-us/HT204915,200,False
77,9525109066386,https://help.doodle.com/hc/en-us/articles/9525109066386-How-do-I-connect-my-iCloud-Apple-Calendar-to-Doodle-,How do I connect my iCloud (Apple) Calendar to Doodle?,en-us,https://help.doodle.com/hc/en-us/articles/www.doodle.com/settings,404,False
77,9525109066386,https://help.doodle.com/hc/en-us/articles/9525109066386-How-do-I-connect-my-iCloud-Apple-Calendar-to-Doodle-,How do I connect my iCloud (Apple) Calendar to Doodle?,en-us,https://help.doodle.com/hc/en-us/articles/360012048494,200,True
78,360012048734,https://help.doodle.com/hc/en-us/articles/360012048734-How-do-I-access-Doodle-from-my-mobile-phone-,How do I access Doodle from my mobile phone?,en-us,https://apps.apple.com/us/app/doodle-easy-scheduling/id938182547,200,False
78,360012048734,https://help.doodle.com/hc/en-us/articles/360012048734-How-do-I-access-Doodle-from-my-mobile-phone-,How do I access Doodle from my mobile phone?,en-us,https://play.google.com/store/apps/details?id=com.doodle.android&hl=en&gl=US,200,False
79,360014747519,https://help.doodle.com/hc/en-us/articles/360014747519-Outlook-Add-in,Outlook Add-in,en-us,https://www.doodle.com/premium,200,False
79,360014747519,https://help.doodle.com/hc/en-us/articles/360014747519-Outlook-Add-in,Outlook Add-in,en-us,https://appsource.microsoft.com/en-us/product/office/WA200001963?src=office&tab=Overview,200,False
79,360014747519,https://help.doodle.com/hc/en-us/articles/360014747519-Outlook-Add-in,Outlook Add-in,en-us,https://help.doodle.com/hc/en-us/articles/360019902939,200,True
79,360014747519,https://help.doodle.com/hc/en-us/articles/360014747519-Outlook-Add-in,Outlook Add-in,en-us,https://help.doodle.com/hc/en-us/articles/4403074353554,200,True
79,360014747519,https://help.doodle.com/hc/en-us/articles/360014747519-Outlook-Add-in,Outlook Add-in,en-us,https://help.doodle.com/hc/en-us/requests/new,200,True
80,360012048494,https://help.doodle.com/hc/en-us/articles/360012048494-How-do-I-connect-my-calendar-with-Doodle-,How do I connect my calendar with Doodle?,en-us,https://doodle.com/settings,200,False
80,360012048494,https://help.doodle.com/hc/en-us/articles/360012048494-How-do-I-connect-my-calendar-with-Doodle-,How do I connect my calendar with Doodle?,en-us,https://doodle.com/settings,200,True
80,360012048494,https://help.doodle.com/hc/en-us/articles/360012048494-How-do-I-connect-my-calendar-with-Doodle-,How do I connect my calendar with Doodle?,en-us,https://help.doodle.com/hc/en-us/articles/9525109066386,200,False
81,360012572339,https://help.doodle.com/hc/en-us/articles/360012572339-How-do-I-add-a-Zoom-link-to-my-meeting-,How do I add a Zoom link to my meeting?,en-us,https://www.zoom.us/home?zcid=2478,200,False
81,360012572339,https://help.doodle.com/hc/en-us/articles/360012572339-How-do-I-add-a-Zoom-link-to-my-meeting-,How do I add a Zoom link to my meeting?,en-us,https://zoom.us/pricing,200,False
81,360012572339,https://help.doodle.com/hc/en-us/articles/360012572339-How-do-I-add-a-Zoom-link-to-my-meeting-,How do I add a Zoom link to my meeting?,en-us,https://help.doodle.com/hc/en-us/requests/new,200,True
82,4407784593426,https://help.doodle.com/hc/en-us/articles/4407784593426-Service-Level-Agreement,Service Level Agreement,en-us,#introduction,Not a URL,False
82,4407784593426,https://help.doodle.com/hc/en-us/articles/4407784593426-Service-Level-Agreement,Service Level Agreement,en-us,#contact-and-response-times,Not a URL,False
82,4407784593426,https://help.doodle.com/hc/en-us/articles/4407784593426-Service-Level-Agreement,Service Level Agreement,en-us,#introduction-and-training,Not a URL,False
82,4407784593426,https://help.doodle.com/hc/en-us/articles/4407784593426-Service-Level-Agreement,Service Level Agreement,en-us,#availability,Not a URL,False
82,4407784593426,https://help.doodle.com/hc/en-us/articles/4407784593426-Service-Level-Agreement,Service Level Agreement,en-us,#changes-to-this-sla,Not a URL,False
